ID,Program_Area,Program_Name,Fiscal_Year,Activity_Code,Grant_Number,Grantee_Name,State,County,Congressional_District,Grantee_Class,Awardee_Amount,Grantee_Contact_Details
989,Maternal and Child Health,Long-term Follow-up for SCID and other NBS Conditions,2021,U1W,U1WMC42315,"Communication Institute International, Inc",CO,Arapahoe,CO-06,"Corporate Entity, Not Federal Tax Exempt",477452,"7852 S Elati St Ste 201  Littleton, CO 80120-8079 "
990,Maternal and Child Health,Maternal and Child Health Services,2021,B04,B04MC40120,"PUBLIC HEALTH AND ENVIRONMENT, COLORADO DEPARTMENT OF",CO,Arapahoe,CO-01,U.S. Government Entity,7337336,"4300 E Cherry Creek South Dr  Denver, CO 80246-1523 "
991,Maternal and Child Health,Pediatric Mental Health Care Access Program,2021,U4C,U4CMC32327,"PUBLIC HEALTH AND ENVIRONMENT, COLORADO DEPARTMENT OF",CO,Arapahoe,CO-01,U.S. Government Entity,445000,"4300 E Cherry Creek South Dr  Denver, CO 80246-1523 "
992,Maternal and Child Health,MCHB State Systems Development Initiative,2021,H18,H18MC00006,"PUBLIC HEALTH AND ENVIRONMENT, COLORADO DEPARTMENT OF",CO,Arapahoe,CO-01,U.S. Government Entity,100000,"4300 E Cherry Creek South Dr  Denver, CO 80246-1523 "
993,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2021,H49,H49MC27807,Colorado Nonprofit Development Center,CO,Denver,CO-01,"Corporate Entity, Federal Tax Exempt",1269039,"789 N Sherman St Ste 250  Denver, CO 80203-3539 "
994,Maternal and Child Health,Supporting Maternal and Child Health Innovation in States,2021,U1X,U1XMC31659,NATIONAL CONFERENCE OF STATE LEGISLATURES,CO,Denver,CO-01,Other,400000,"7700 E 1st Pl  Denver, CO 80230-7143 "
995,Maternal and Child Health,American Rescue Plan Act Funding for Home Visiting,2021,X11,X11MC41929,"HUMAN SERVICES, COLORADO DEPARTMENT OF",CO,Denver,CO-01,U.S. Government Entity,829563,"1575 N Sherman St  Denver, CO 80203-1702 "
996,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program",2021,X10,X10MC43570,"HUMAN SERVICES, COLORADO DEPARTMENT OF",CO,Denver,CO-01,U.S. Government Entity,7724116,"1575 N Sherman St  Denver, CO 80203-1702 "
997,Maternal and Child Health,Early Childhood Comprehensive Systems: Health Integration Prenatal to Three Program,2021,U7E,U7EMC42156,"HUMAN SERVICES, COLORADO DEPARTMENT OF",CO,Denver,CO-01,U.S. Government Entity,255600,"1575 N Sherman St  Denver, CO 80203-1702 "
998,Maternal and Child Health,Networks for Oral Health Integration within the Maternal and Child Health Safety Net,2021,UK7,UK7MC33230,DENVER HEALTH AND HOSPITALS AUTHORITY,CO,Denver,CO-01,U.S. Government Entity,1278267,"777 Bannock St  Denver, CO 80204-4507 "
999,Maternal and Child Health,Universal Newborn Hearing Screening and Intervention,2021,H61,H61MC33905,"HUMAN SERVICES, COLORADO DEPARTMENT OF",CO,Denver,CO-01,U.S. Government Entity,245000,"1575 N Sherman St  Denver, CO 80203-1702 "
1000,Maternal and Child Health,Family Professional Partnership/CSHCN,2021,H84,H84MC32741,Colorado Boys Ranch Foundation,CO,Jefferson,CO-07,"Corporate Entity, Federal Tax Exempt",96750,"12567 W Cedar Dr Ste 101  Lakewood, CO 80228-2009 "
1001,Maternal and Child Health,Healthy Tomorrows Partnership for Children Program,2021,H17,H17MC32704,YOUNG WOMEN'S CHRISTIAN ASSOCIATION OF NEW BRITAIN,CT,Hartford,CT-05,"Corporate Entity, Federal Tax Exempt",50000,"19 Franklin Sq  New Britain, CT 06051-2604 "
1002,Maternal and Child Health,Long-term Follow-up for SCID and other NBS Conditions,2021,U1W,U1WMC42316,Connecticut Children's Medical Center,CT,Hartford,CT-01,"Corporate Entity, Federal Tax Exempt",477408,"282 Washington St  Hartford, CT 06106-3322 "
1003,Maternal and Child Health,Maternal and Child Health Services,2021,B04,B04MC40121,"Public Health, Connecticut Department of",CT,Hartford,CT-01,U.S. Government Entity,4624094,"410 Capitol Ave  Hartford, CT 06106-1367 "
1004,Maternal and Child Health,American Rescue Plan Act – Pediatric Mental Health Care Access New Area Expansion,2021,U4A,U4AMC44235,"Children and Families, Connecticut Department of",CT,Hartford,CT-01,U.S. Government Entity,445000,"505 Hudson St  Hartford, CT 06106-7107 "
1005,Maternal and Child Health,MCHB State Systems Development Initiative,2021,H18,H18MC00007,"Public Health, Connecticut Department of",CT,Hartford,CT-01,U.S. Government Entity,100000,"410 Capitol Ave  Hartford, CT 06106-1367 "
1006,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2021,H49,H49MC12834,"Public Health, Connecticut Department of",CT,Hartford,CT-01,U.S. Government Entity,1144121,"410 Capitol Ave  Hartford, CT 06106-1367 "
1007,Maternal and Child Health,American Rescue Plan Act Funding for Home Visiting,2021,X11,X11MC41948,CONNECTICUT OFFICE OF EARLY CHILDHOOD,CT,Hartford,CT-01,U.S. Government Entity,915440,"450 Columbus Blvd Ste 301  Hartford, CT 06103-1842 "
1008,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program,2021,T73,T73MC30115,UNIVERSITY OF CONNECTICUT,CT,Hartford,CT-05,U.S. Government Entity,570089,"263 Farmington Ave  Farmington, CT 06032-1956 "
1009,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program",2021,X10,X10MC43571,CONNECTICUT OFFICE OF EARLY CHILDHOOD,CT,Hartford,CT-01,U.S. Government Entity,9344972,"450 Columbus Blvd Ste 301  Hartford, CT 06103-1842 "
1010,Maternal and Child Health,Universal Newborn Hearing Screening and Intervention,2021,H61,H61MC00088,"Public Health, Connecticut Department of",CT,Hartford,CT-01,U.S. Government Entity,224094,"410 Capitol Ave  Hartford, CT 06106-1367 "
1011,Maternal and Child Health,Family Professional Partnership/CSHCN,2021,H84,H84MC21663,Parents Available To Help Inc,CT,New Haven,CT-03,"Corporate Entity, Federal Tax Exempt",96750,"11 Longview Dr  North Haven, CT 06473-3565 "
1012,Maternal and Child Health,EMSC Partnership Grants,2021,H33,H33MC29430,"Yale New Haven Hospital, Inc.",CT,New Haven,CT-03,"Corporate Entity, Federal Tax Exempt",130000,"20 York St  New Haven, CT 06510-3220 "
1013,Maternal and Child Health,Training CED/COR Pediatric and Child Psychiatry,2021,T20,T20MC21953,Yale University,CT,New Haven,CT-03,"Corporate Entity, Federal Tax Exempt",14990,"105 Wall St  New Haven, CT 06511-8917 "
1014,Maternal and Child Health,EMSC Targeted Issue Grants,2021,H34,H34MC33245,Yale University,CT,New Haven,CT-03,"Corporate Entity, Federal Tax Exempt",325000,"105 Wall St  New Haven, CT 06511-8917 "
1015,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2021,H49,H49MC00095,"COMMUNITY FOUNDATION FOR GREATER NEW HAVEN, INC. THE",CT,New Haven,CT-03,"Corporate Entity, Federal Tax Exempt",981597,"70 Audubon St  New Haven, CT 06510-1248 "
1016,Maternal and Child Health,MCHB State Systems Development Initiative,2021,H18,H18MC00008,Executive Office Of The Governor Of Delaware,DE,Kent,DE-00,U.S. Government Entity,100000,"417 Federal St Ste 1  Dover, DE 19901-3635 "
1017,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program",2021,X10,X10MC43572,Executive Office Of The Governor Of Delaware,DE,Kent,DE-00,U.S. Government Entity,3719752,"417 Federal St Ste 1  Dover, DE 19901-3635 "
1018,Maternal and Child Health,EMSC Partnership Grants,2021,H33,H33MC07872,Executive Office Of The Governor Of Delaware,DE,Kent,DE-00,U.S. Government Entity,130000,"417 Federal St Ste 1  Dover, DE 19901-3635 "
1019,Maternal and Child Health,Universal Newborn Hearing Screening and Intervention,2021,H61,H61MC23639,Executive Office Of The Governor Of Delaware,DE,Kent,DE-00,U.S. Government Entity,23355,"417 Federal St Ste 1  Dover, DE 19901-3635 "
1020,Maternal and Child Health,American Rescue Plan Act Funding for Home Visiting,2021,X11,X11MC41925,Executive Office Of The Governor Of Delaware,DE,Kent,DE-00,U.S. Government Entity,345040,"417 Federal St Ste 1  Dover, DE 19901-3635 "
1021,Maternal and Child Health,Maternal and Child Health Services,2021,B04,B04MC40122,Executive Office Of The Governor Of Delaware,DE,Kent,DE-00,U.S. Government Entity,2042781,"417 Federal St Ste 1  Dover, DE 19901-3635 "
1022,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program,2021,T73,T73MC30116,UNIVERSITY OF DELAWARE,DE,New Castle,DE-00,"Corporate Entity, Federal Tax Exempt",535583,"220 Hullihen Hall  Newark, DE 19716-0099 "
1023,Maternal and Child Health,Healthy Tomorrows Partnership for Children Program,2021,H17,H17MC31602,"NEMOURS FOUNDATION, THE",DE,New Castle,DE-00,"Corporate Entity, Federal Tax Exempt",12208,"1600 Rockland Rd  Wilmington, DE 19803-3607 "
1024,Maternal and Child Health,Family Professional Partnership/CSHCN,2021,H84,H84MC21662,"DELAWARE FAMILY VOICES, INC.",DE,New Castle,DE-00,"Corporate Entity, Federal Tax Exempt",96750,"3301 Englewood Rd  Wilmington, DE 19810-3323 "
1025,Maternal and Child Health,Autism Secondary Data Analysis Research (SDAR) Program,2021,R41,R41MC42492,UNIVERSITY OF DELAWARE,DE,New Castle,DE-00,"Corporate Entity, Federal Tax Exempt",99880,"220 Hullihen Hall  Newark, DE 19716-0099 "
1026,Maternal and Child Health,Pediatric Mental Health Care Access Program,2021,U4C,U4CMC32313,"CHILDREN, YOUTH & THEIR FAMILIES, DELAWARE DEPT OF SERVICES FOR",DE,New Castle,DE-00,U.S. Government Entity,412266,"1825 Faulkland Rd  Wilmington, DE 19805-1121 "
1027,Maternal and Child Health,MCH Navigator Program,2021,UE8,UE8MC25742,Georgetown University (The),DC,District of Columbia,DC-98,"Corporate Entity, Federal Tax Exempt",225000,"37th And O St NW  Washington, DC 20057-0001 "
1028,Maternal and Child Health,Bright Futures for Women’s Health: Standard Practice Guidelines for Well Woman Care,2021,UH0,UH0MC29440,ACOG FOUNDATION,DC,District of Columbia,DC-98,"Corporate Entity, Federal Tax Exempt",950000,"409 12th St SW Ste 100  Washington, DC 20024-2185 "
1029,Maternal and Child Health,National Genetics Education and Family Support Center,2021,UH8,UH8MC30771,"Genetic Alliance, Inc.",DC,District of Columbia,DC-98,"Corporate Entity, Federal Tax Exempt",400000,"4301 Connecticut Ave NW Ste 404  Washington, DC 20008-2369 "
1030,Maternal and Child Health,Alliance for Innovation on Maternal Health,2021,UC4,UC4MC28042,ACOG FOUNDATION,DC,District of Columbia,DC-98,"Corporate Entity, Federal Tax Exempt",5500000,"409 12th St SW Ste 100  Washington, DC 20024-2185 "
1031,Maternal and Child Health,Partnership for State Leadership Coop. Agreement- State Public Health Coordinating Center for Autism,2021,UJ0,UJ0MC31068,ASSOCIATION OF MATERNAL AND CHILD HEALTH PROGRAMS,DC,District of Columbia,DC-98,"Corporate Entity, Federal Tax Exempt",275000,"1825 K St NW Ste 250  Washington, DC 20006-1284 "
1032,Maternal and Child Health,Supporting Maternal and Child Health Innovation in States,2021,U1X,U1XMC31656,ASSOCIATION OF MATERNAL AND CHILD HEALTH PROGRAMS,DC,District of Columbia,DC-98,"Corporate Entity, Federal Tax Exempt",400000,"1825 K St NW Ste 250  Washington, DC 20006-1284 "
1033,Maternal and Child Health,MCH Advanced Education Policy,2021,U02,U02MC31613,Georgetown University (The),DC,District of Columbia,DC-98,"Corporate Entity, Federal Tax Exempt",700000,"37th And O St NW  Washington, DC 20057-0001 "
1034,Maternal and Child Health,MCH Pipeline Training Program,2021,T16,T16MC41741,"GEORGE WASHINGTON UNIVERSITY, THE",DC,District of Columbia,DC-98,"Corporate Entity, Federal Tax Exempt",155000,"1918 F St NW  Washington, DC 20052-0042 "
1035,Maternal and Child Health,EMSC Partnership Grants,2021,H33,H33MC06715,CHILDREN'S NATIONAL MEDICAL CENTER,DC,District of Columbia,DC-98,"Corporate Entity, Federal Tax Exempt",130000,"111 Michigan Ave NW  Washington, DC 20010-2916 "
1036,Maternal and Child Health,Alliance for Innovation on Maternal Health (AIM)- Community Care Initiative,2021,U7B,U7BMC33635,National Healthy Start Assoc Inc,DC,District of Columbia,DC-98,"Corporate Entity, Federal Tax Exempt",1827587,"1325 G St NW Ste 500  Washington, DC 20005-3136 "
1037,Maternal and Child Health,Infant-Toddler Court Program,2021,U2D,U2DMC32394,"ZERO TO THREE NATIONAL CENTER FOR INFANT, TODDLERS AND FAMILIES INC",DC,District of Columbia,DC-98,"Corporate Entity, Federal Tax Exempt",9510523,"1255 23rd St NW  Washington, DC 20037-1125 "
1038,Maternal and Child Health,Oral Health,2021,U44,U44MC30806,Georgetown University (The),DC,District of Columbia,DC-98,"Corporate Entity, Federal Tax Exempt",1321950,"37th And O St NW  Washington, DC 20057-0001 "
1039,Maternal and Child Health,Partnership for MCH Leadership Community,2021,U01,U01MC00001,ASSOCIATION OF MATERNAL AND CHILD HEALTH PROGRAMS,DC,District of Columbia,DC-98,"Corporate Entity, Federal Tax Exempt",1537500,"1825 K St NW Ste 250  Washington, DC 20006-1284 "
1040,Maternal and Child Health,Maternal and Child Health Public Health Training Program,2021,T76,T76MC35370,"GEORGE WASHINGTON UNIVERSITY, THE",DC,District of Columbia,DC-98,"Corporate Entity, Federal Tax Exempt",350000,"1918 F St NW  Washington, DC 20052-0042 "
1041,Maternal and Child Health,Family Professional Partnership/CSHCN,2021,H84,H84MC21661,Advocates for Justice and Education Inc.,DC,District of Columbia,DC-98,"Corporate Entity, Federal Tax Exempt",96750,"1200 G St NW Ste 725  Washington, DC 20005-6724 "
1042,Maternal and Child Health,Building Systems of Services for Children and Youth with Special Health Care Needs,2021,U1T,U1TMC31756,NATIONAL ALLIANCE TO ADVANCE ADOLESCENT HEALTH (THE),DC,District of Columbia,DC-98,"Corporate Entity, Federal Tax Exempt",500000,"1615 M St NW  Washington, DC 20036-3209 "
1043,Maternal and Child Health,Healthy Tomorrows Partnership for Children Program,2021,H17,H17MC31603,"Mary's Center For Maternal And Child Care, Inc.",DC,District of Columbia,DC-98,"Corporate Entity, Federal Tax Exempt",49228,"2333 Ontario Rd NW  Washington, DC 20009-2627 "
1044,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program,2021,T73,T73MC42022,CHILDREN'S RESEARCH INSTITUTE,DC,District of Columbia,DC-98,"Corporate Entity, Federal Tax Exempt",434020,"111 Michigan Ave NW  Washington, DC 20010-2916 "
1045,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program,2021,T73,T73MC42023,Georgetown University (The),DC,District of Columbia,DC-98,"Corporate Entity, Federal Tax Exempt",448442,"37th And O St NW  Washington, DC 20057-0001 "
1046,Maternal and Child Health,Healthy Tomorrows Partnership for Children Program,2021,H17,H17MC33887,Georgetown University (The),DC,District of Columbia,DC-98,"Corporate Entity, Federal Tax Exempt",49892,"37th And O St NW  Washington, DC 20057-0001 "
1047,Maternal and Child Health,Newborn Screening Family Education Program,2021,UK5,UK5MC32105,"Genetic Alliance, Inc.",DC,District of Columbia,DC-98,"Corporate Entity, Federal Tax Exempt",400000,"4301 Connecticut Ave NW Ste 404  Washington, DC 20008-2369 "
1048,Maternal and Child Health,Collaborative Improvement and Innovation Network on School-Based Health Services,2021,U61,U61MC31885,SCHOOL-BASED HEALTH ALLIANCE,DC,District of Columbia,DC-98,"Corporate Entity, Federal Tax Exempt",850000,"1010 Vermont Ave NW Ste 816  Washington, DC 20005-4957 "
1049,Maternal and Child Health,American Rescue Plan Act – Pediatric Mental Health Care Access New Area Expansion,2021,U4A,U4AMC44236,"DISTRICT OF COLUMBIA, GOVERNMENT OF",DC,District of Columbia,DC-98,U.S. Government Entity,445000,"899 N Capitol St NE  Washington, DC 20002-5686 "
1050,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2021,H49,H49MC00117,"DISTRICT OF COLUMBIA, GOVERNMENT OF",DC,District of Columbia,DC-98,U.S. Government Entity,972898,"899 N Capitol St NE  Washington, DC 20002-5686 "
1051,Maternal and Child Health,American Rescue Plan Act Funding for Home Visiting,2021,X11,X11MC41911,"DISTRICT OF COLUMBIA, GOVERNMENT OF",DC,District of Columbia,DC-98,U.S. Government Entity,159458,"899 N Capitol St NE  Washington, DC 20002-5686 "
1052,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program",2021,X10,X10MC43573,"DISTRICT OF COLUMBIA, GOVERNMENT OF",DC,District of Columbia,DC-98,U.S. Government Entity,1617773,"899 N Capitol St NE  Washington, DC 20002-5686 "
1053,Maternal and Child Health,Universal Newborn Hearing Screening and Intervention,2021,H61,H61MC00060,"DISTRICT OF COLUMBIA, GOVERNMENT OF",DC,District of Columbia,DC-98,U.S. Government Entity,119834,"899 N Capitol St NE  Washington, DC 20002-5686 "
1054,Maternal and Child Health,Maternal and Child Health Services,2021,B04,B04MC40123,"DISTRICT OF COLUMBIA, GOVERNMENT OF",DC,District of Columbia,DC-98,U.S. Government Entity,6960711,"899 N Capitol St NE  Washington, DC 20002-5686 "
1055,Maternal and Child Health,Universal Newborn Hearing Screening and Intervention,2021,H61,H61MC10346,FSM DEPARATMENT OF HEALTH AND SOCIAL AFFAIRS,FM,Pohnpei,FM-99,Other,218153,"Mogithin Building Palikir Station  Palikir, FM 96941 "
1056,Maternal and Child Health,MCHB State Systems Development Initiative,2021,H18,H18MC00060,FSM DEPARATMENT OF HEALTH AND SOCIAL AFFAIRS,FM,Pohnpei,FM-99,Other,45230,"Mogithin Building Palikir Station  Palikir, FM 96941 "
1057,Maternal and Child Health,EMSC Partnership Grants,2021,H33,H33MC25687,FSM DEPARATMENT OF HEALTH AND SOCIAL AFFAIRS,FM,Pohnpei,FM-99,Other,130000,"Mogithin Building Palikir Station  Palikir, FM 96941 "
1058,Maternal and Child Health,Maternal and Child Health Services,2021,B04,B04MC40131,FSM DEPARATMENT OF HEALTH AND SOCIAL AFFAIRS,FM,Pohnpei,FM-99,Other,521427,"Mogithin Building Palikir Station  Palikir, FM 96941 "
1059,Maternal and Child Health,Pediatric Pulmonary Centers,2021,T72,T72MC00002,UNIVERSITY OF FLORIDA,FL,Alachua,FL-03,U.S. Government Entity,349720,"1523 Union Rd Rm 207  Gainesville, FL 32611-1941 "
1060,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2021,H49,H49MC00051,"Northeast Florida Healthy Start Coalition, Inc.",FL,Duval,FL-04,"Corporate Entity, Federal Tax Exempt",1348954,"751 Oak St Ste 610  Jacksonville, FL 32204-3372 "
1061,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2021,H49,H49MC07500,"CENTER FOR HEALTH EQUITY, INC THE",FL,Gadsden,FL-05,"Corporate Entity, Federal Tax Exempt",1348801,"231 E Jefferson St  Quincy, FL 32351-2426 "
1062,Maternal and Child Health,Vision Screening in Young Children,2021,H7M,H7MMC42253,"LIONS EYE INSTITUTE FOR TRANSPLANT AND RESEARCH, INC.",FL,Hillsborough,FL-14,"Corporate Entity, Federal Tax Exempt",300000,"1410 N 21st St  Tampa, FL 33605-5313 "
1063,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2021,H49,H49MC12793,"REACH UP, INC.",FL,Hillsborough,FL-14,"Corporate Entity, Federal Tax Exempt",1144121,"2902 N Armenia Ave Ste 100  Tampa, FL 33607-1661 "
