Award_Year,Grantee_Name,Grantee_Address,Grantee_City,Grantee_State_Abbreviation,Grantee_ZIP_Code,Grant_Activity_Code,Grant_Number,Grant_Serial_Number,Project_Period_Start_Date,Grant_Project_Period_End_Date,HRSA_Program_Area_Code,HRSA_Program_Area_Name,Grant_Program_Name,US_Congressional_Representative_Name,Complete_County_Name,Name_of_US_Senator_Number_One,Name_of_US_Senator_Number_Two,Data_Warehouse_Record_Create_Date,Grantee_Type_Description,DUNS_Number,Geocoding_Artifact_Address_Primary_X_Coordinate,Geocoding_Artifact_Address_Primary_Y_Coordinate
2023,TRUSTEES OF INDIANA UNIVERSITY,107 S Indiana Ave,Bloomington,IN,47405-7000,U1V,U1VMC46322,46322,2022/09/01,2027/08/31,MCHB,Maternal and Child Health,Catalysts for Infant Health Equity (U1V),Erin Houchin,Monroe County,Todd Young,Mike Braun,2024/11/04,Other,6046700.0,-86.52688939,39.16609378
2023,SKAGIT COUNTY PUBLIC HOSPITAL DIST 304,2031C Hospital Dr,Sedro Woolley,WA,98284-4327,H17,H17MC33894,33894,2020/03/01,2025/02/28,MCHB,Maternal and Child Health,Healthy Tomorrows Partnership for Children Program (H17),Rick Larsen,Skagit County,Patty Murray,Maria Cantwell,2024/11/04,U.S. Government Entity,966993433.0,-122.27572678,48.4953927
2023,"DEPARTMENT OF CHILDREN, YOUTH, AND FAMILIES",1110 Jefferson St SE,Olympia,WA,98501-1419,X10,X10MC50336,50336,2023/09/30,2025/09/29,MCHB,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program (X10)",Marilyn Strickland,Thurston County,Patty Murray,Maria Cantwell,2024/11/04,U.S. Government Entity,81027376.0,-122.8958345,47.03814892
2023,MARY'S CENTER FOR MATERNAL AND CHILD CARE INC.,2333 Ontario Rd NW,Washington,DC,20009-2627,H17,H17MC48964,48964,2023/03/01,2028/02/29,MCHB,Maternal and Child Health,Healthy Tomorrows Partnership for Children Program (H17),Eleanor Holmes Norton,District of Columbia,Not Determined,Not Determined,2024/11/04,"Corporate Entity, Federal Tax Exempt",194636759.0,-77.04007787,38.92096682
2023,ANN & ROBERT H LURIE CHILDRENS HOSPITAL OF CHICAGO,"225 E Chicago Ave, #22",Chicago,IL,60611-2991,H98,H98MC33237,33237,2019/09/01,2025/02/28,MCHB,Maternal and Child Health,Awareness and Access to Care for Children and Youth with Epilepsy (H98),Mike Quigley,Cook County,Richard J. Durbin,Tammy Duckworth,2024/11/04,"Corporate Entity, Federal Tax Exempt",74438755.0,-87.62177726,41.89674751
2023,SOUTH CAROLINA DEPARTMENT OF PUBLIC HEALTH,2100 Bull St,Columbia,SC,29201-2104,U7A,U7AMC50516,50516,2023/09/30,2028/09/29,MCHB,Maternal and Child Health,State Maternal Health Innovation Program (U7A),James E. Clyburn,Richland County,Lindsey Graham,Tim Scott,2024/11/04,U.S. Government Entity,808385892.0,-81.03372701,34.01425364
2023,EGYPTIAN PUBLIC & MENTAL HEALTH DEPARTMENT,1412 US Highway 45 N,Eldorado,IL,62930-3766,H17,H17MC33888,33888,2020/03/01,2025/02/28,MCHB,Maternal and Child Health,Healthy Tomorrows Partnership for Children Program (H17),Mike Bost,Saline County,Richard J. Durbin,Tammy Duckworth,2024/11/04,U.S. Government Entity,112426812.0,-88.45003063,37.80438453
2023,"HEALTH, LOUISIANA DEPARTMENT OF",1450 Poydras St STE 1652,New Orleans,LA,70112-1227,H18,H18MC00021,21,1993/10/01,2027/11/30,MCHB,Maternal and Child Health,MCHB State Systems Development Initiative (H18),Troy A. Carter,Orleans Parish,Bill Cassidy,John Kennedy,2024/11/04,U.S. Government Entity,14740455.0,-90.07778628,29.95083183
2023,"DISTRICT OF COLUMBIA, GOVERNMENT OF",2201 Shannon Pl SE,Washington,DC,20020-5739,U4A,U4AMC53362,53362,2024/07/31,2025/09/29,MCHB,Maternal and Child Health,American Rescue Plan Act – Pediatric Mental Health Care Access New Area Expansion (U4A),Eleanor Holmes Norton,District of Columbia,Not Determined,Not Determined,2024/11/04,U.S. Government Entity,106731248.0,-76.99083436,38.86506971
2023,KANSAS DEPARTMENT OF HEALTH & ENVIRONMENT,1000 SW Jackson St STE 570,Topeka,KS,66612-1371,H33,H33MC06726,6726,2006/03/01,2027/03/31,MCHB,Maternal and Child Health,EMSC Partnership Grants (H33),Jake LaTurner,Shawnee County,Jerry Moran,Roger Marshall,2024/11/04,U.S. Government Entity,175941483.0,-95.67752943,39.04561281
2023,MARILLAC COMMUNITY HEALTH CENTERS,3201 S Carrollton Ave,New Orleans,LA,70118-4307,U1V,U1VMC46318,46318,2022/09/01,2027/08/31,MCHB,Maternal and Child Health,Catalysts for Infant Health Equity (U1V),Troy A. Carter,Orleans Parish,Bill Cassidy,John Kennedy,2024/11/04,"Corporate Entity, Federal Tax Exempt",963385450.0,-90.11396057,29.96186962
2023,AMERICAN ACADEMY OF PEDIATRICS,345 Park Blvd,Itasca,IL,60143-2644,UF7,UF7MC45730,45730,2022/07/01,2025/06/30,MCHB,Maternal and Child Health,Sudden Unexpected Infant Death Prevention Program (UF7),Raja Krishnamoorthi,DuPage County,Richard J. Durbin,Tammy Duckworth,2024/11/04,"Corporate Entity, Federal Tax Exempt",55399364.0,-88.02061285,41.98975005
2023,"HEALTH RESEARCH, INC.",150 Broadway STE 280,Menands,NY,12204-2732,H33,H33MC06724,6724,2006/03/01,2027/03/31,MCHB,Maternal and Child Health,EMSC Partnership Grants (H33),Paul Tonko,Albany County,Charles E. Schumer,Kirsten E. Gillibrand,2024/11/04,"Corporate Entity, Federal Tax Exempt",2436061.0,-73.729292,42.68724472
2023,"PUBLIC HEALTH, MASSACHUSETTS DEPARTMENT OF",250 Washington Street,Boston,MA,02108-4619,H18,H18MC00024,24,1993/10/01,2027/11/30,MCHB,Maternal and Child Health,MCHB State Systems Development Initiative (H18),Stephen F. Lynch,Suffolk County,Elizabeth Warren,Edward J. Markey,2024/11/04,U.S. Government Entity,878298900.0,-71.05787846,42.35814593
2023,ALTAMED HEALTH SERVICES CORPORATION,2040 Camfield Ave,Commerce,CA,90040-1502,H17,H17MC48961,48961,2023/03/01,2028/02/29,MCHB,Maternal and Child Health,Healthy Tomorrows Partnership for Children Program (H17),Robert Garcia,Los Angeles County,Alex Padilla,Laphonza R. Butler,2024/11/04,"Corporate Entity, Federal Tax Exempt",83906024.0,-118.15575686,34.00872757
2023,"DISTRICT OF COLUMBIA, GOVERNMENT OF",2201 Shannon Pl SE,Washington,DC,20020-5739,X10,X10MC50293,50293,2023/09/30,2025/09/29,MCHB,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program (X10)",Eleanor Holmes Norton,District of Columbia,Not Determined,Not Determined,2024/11/04,U.S. Government Entity,106731248.0,-76.99083436,38.86506971
2023,STATE OF ALASKA DEPARTMENT OF HEALTH,350 Main St,Juneau,AK,99801-1149,H18,H18MC00002,2,1993/10/01,2027/11/30,MCHB,Maternal and Child Health,MCHB State Systems Development Initiative (H18),Mary Sattler Peltola,Juneau Borough,Lisa Murkowski,Dan Sullivan,2024/11/04,U.S. Government Entity,809386543.0,-134.41052428,58.30163168
2023,FAMILY VOICES OF NORTH DAKOTA INC,312 2nd Ave,Edgeley,ND,58433-7106,H84,H84MC07992,7992,2007/06/01,2027/05/31,MCHB,Maternal and Child Health,Family Professional Partnership/CSHCN (H84),Kelly Armstrong,LaMoure County,John Hoeven,Kevin Cramer,2024/11/04,"Corporate Entity, Federal Tax Exempt",118664817.0,-98.71399053,46.35691992
2023,CINCINNATI UNIV OF,2600 Clifton Ave,Cincinnati,OH,45220-2872,T73,T73MC00032,32,1990/07/01,2026/06/30,MCHB,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program (T73),Greg Landsman,Hamilton County,Sherrod Brown,J. D. Vance,2024/11/04,U.S. Government Entity,41064767.0,-84.52060292,39.12975722
2023,SUPPORTERS OF FAMILIES WITH SICKLE CELL DISEASE INC,10829 E 33rd Ct,Tulsa,OK,74146-1804,D1J,D1JMC42481,42481,2021/09/01,2026/08/31,MCHB,Maternal and Child Health,Sickle Cell Disease Newborn Screening Follow-up Program (D1J),Kevin Hern,Tulsa County,James Lankford,Markwayne Mullin,2024/11/04,Other,48244371.0,-95.85507683,36.11418559
2023,MY HEALTH MY RESOURCES OF TARRANT COUNTY,3840 Hulen St,Fort Worth,TX,76107-7277,U4A,U4AMC53375,53375,2024/07/31,2025/09/29,MCHB,Maternal and Child Health,American Rescue Plan Act – Pediatric Mental Health Care Access New Area Expansion (U4A),Kay Granger,Tarrant County,John Cornyn,Ted Cruz,2024/11/04,U.S. Government Entity,20333597.0,-97.38724121,32.72264502
2023,UNIVERSITY OF DELAWARE,550 S College Ave,Newark,DE,19713-1324,T73,T73MC30116,30116,2016/07/01,2026/06/30,MCHB,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program (T73),Lisa Blunt Rochester,New Castle County,Thomas R. Carper,Christopher A. Coons,2024/11/04,"Corporate Entity, Federal Tax Exempt",59007500.0,-75.75263406,39.66452696
2023,UNIVERSITY OF ARIZONA,845 N Park Ave RM 538,Tucson,AZ,85719-4871,T72,T72MC00012,12,2000/07/01,2025/06/30,MCHB,Maternal and Child Health,Pediatric Pulmonary Centers (T72),Raul M. Grijalva,Pima County,Kyrsten Sinema,Mark Kelly,2024/11/04,U.S. Government Entity,806345617.0,-110.9569874,32.23270342
2023,UNIVERSITY OF UTAH,201 Presidents Cir,Salt Lake City,UT,84112-9049,U4C,U4CMC49934,49934,2023/09/30,2026/09/29,MCHB,Maternal and Child Health,Pediatric Mental Health Care Access Program (U4C),Blake D. Moore,Salt Lake County,Mike Lee,Mitt Romney,2024/11/04,U.S. Government Entity,9095365.0,-111.84942581,40.7650043
2023,ARKANSAS DEPARTMENT OF HEALTH,4815 W Markham St,Little Rock,AR,72205-3866,H18,H18MC00004,4,1994/01/01,2027/11/30,MCHB,Maternal and Child Health,MCHB State Systems Development Initiative (H18),J. French Hill,Pulaski County,John Boozman,Tom Cotton,2024/11/04,U.S. Government Entity,809873185.0,-92.32638117,34.75053652
2023,UNIVERSITY OF ALABAMA AT BIRMINGHAM,701 20th St S,Birmingham,AL,35233-2031,H17,H17MC45461,45461,2022/03/01,2027/02/28,MCHB,Maternal and Child Health,Healthy Tomorrows Partnership for Children Program (H17),Terri A. Sewell,Jefferson County,Tommy Tuberville,Katie Boyd Britt,2024/11/04,Other,63690705.0,-86.79955706,33.50553288
2023,THE MEDICAL UNIVERSITY OF SOUTH CAROLINA,179 Ashley Ave,Charleston,SC,29425-8908,T77,T77MC25730,25730,2013/07/01,2028/06/30,MCHB,Maternal and Child Health,Developmental-Behavioral Pediatrics Training Program (T77),James E. Clyburn,Charleston County,Lindsey Graham,Tim Scott,2024/11/04,U.S. Government Entity,183710748.0,-79.94738915,32.78693789
2023,"SOUTH DAKOTA PARENT CONNECTION, INC","3701 W 49th St, #102",Sioux Falls,SD,57106-4241,H84,H84MC07994,7994,2007/06/01,2027/05/31,MCHB,Maternal and Child Health,Family Professional Partnership/CSHCN (H84),Dusty Johnson,Minnehaha County,John Thune,Mike Rounds,2024/11/04,"Corporate Entity, Federal Tax Exempt",180875213.0,-96.77189259,43.5071409
2023,VIRGINIA COMMONWEALTH UNIVERSITY,910 W Franklin St,Richmond,VA,23284-9004,T73,T73MC00040,40,1997/07/01,2026/06/30,MCHB,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program (T73),Jennifer L. McClellan,Richmond City,Mark R. Warner,Tim Kaine,2024/11/04,U.S. Government Entity,105300446.0,-77.45276381,37.54946564
2023,MISSOURI DEPARTMENT OF HEALTH & SENIOR SERVICES,920 Wildwood Dr,Jefferson City,MO,65109-5796,H18,H18MC00028,28,1997/10/01,2027/11/30,MCHB,Maternal and Child Health,MCHB State Systems Development Initiative (H18),Blaine Luetkemeyer,Cole County,Josh Hawley,Eric Schmitt,2024/11/04,U.S. Government Entity,878092600.0,-92.24673843,38.57211155
2023,University of Florida,1523 Union Rd RM 207,Gainesville,FL,32611-1941,H33,H33MC48998,48998,2023/04/01,2027/03/31,MCHB,Maternal and Child Health,EMSC Partnership Grants (H33),Kat Cammack,Alachua County,Marco Rubio,Rick Scott,2024/11/04,U.S. Government Entity,969663814.0,-82.34208903,29.64973249
2023,TENNESSEE DEPARTMENT OF HEALTH,710 James Robertson Pkwy,Nashville,TN,37243-1219,UK3,UK3MC50379,50379,2023/09/30,2028/09/29,MCHB,Maternal and Child Health,Screening and Treatment for Maternal Depression and Related Behavioral Disorders Program (UK3),Mark E. Green,Davidson County,Marsha Blackburn,Bill Hagerty,2024/11/04,U.S. Government Entity,172636268.0,-86.78694632,36.16756117
2023,MICHIGAN DEPARTMENT OF HEALTH AND HUMAN SERVICES,235 S Grand Ave,Lansing,MI,48933-1805,H18,H18MC00025,25,1993/10/01,2027/11/30,MCHB,Maternal and Child Health,MCHB State Systems Development Initiative (H18),Elissa Slotkin,Ingham County,Debbie Stabenow,Gary C. Peters,2024/11/04,U.S. Government Entity,113704139.0,-84.55065749,42.73136685
2023,HUMAN SERVICES VERMONT AGENCY OF,280 State Dr,Waterbury,VT,05671-9501,U9H,U9HMC49202,49202,2023/09/30,2027/09/29,MCHB,Maternal and Child Health,Transforming Pediatrics for Early Childhood (U9H),Becca Balint,Washington County,Bernard Sanders,Peter Welch,2024/11/04,U.S. Government Entity,809376155.0,-72.75442863,44.33090915
2023,"Mental Health, Missouri Department Of",1706 E Elm St,Jefferson City,MO,65101-4130,UK3,UK3MC50375,50375,2023/09/30,2028/09/29,MCHB,Maternal and Child Health,Screening and Treatment for Maternal Depression and Related Behavioral Disorders Program (UK3),Blaine Luetkemeyer,Cole County,Josh Hawley,Eric Schmitt,2024/11/04,U.S. Government Entity,780871430.0,-92.15273748,38.55485003
2023,The University of Texas at El Paso,500 W University Ave,El Paso,TX,79968-8900,H17,H17MC40195,40195,2021/03/01,2026/02/28,MCHB,Maternal and Child Health,Healthy Tomorrows Partnership for Children Program (H17),Veronica Escobar,El Paso County,John Cornyn,Ted Cruz,2024/11/04,U.S. Government Entity,132051285.0,-106.50429194,31.77050202
2023,ILLUMINATE COLORADO INC.,181 E 56th Ave STE 602,Denver,CO,80216-1752,U2Z,U2ZMC52975,52975,2023/12/01,2027/09/29,MCHB,Maternal and Child Health,Infant-Toddler Court Program (U2Z),Yadira Caraveo,Adams County,Michael F. Bennet,John W. Hickenlooper,2024/11/04,"Corporate Entity, Federal Tax Exempt",809153096.0,-104.98549402,39.79831433
2023,UNIVERSITY OF ALABAMA AT BIRMINGHAM,701 20th St S,Birmingham,AL,35233-2031,T71,T71MC24209,24209,2012/07/01,2027/06/30,MCHB,Maternal and Child Health,Leadership Education  in Adolescent Health (LEAH) (T71),Terri A. Sewell,Jefferson County,Tommy Tuberville,Katie Boyd Britt,2024/11/04,Other,63690705.0,-86.79955706,33.50553288
2023,MORGAN STATE UNIVERSITY,1700 E Cold Spring Ln,Baltimore,MD,21251-0001,UR5,UR5MC50340,50340,2023/09/30,2028/09/29,MCHB,Maternal and Child Health,Maternal Health Research Network for Minority-Serving Institutions (UR5),Kweisi Mfume,Baltimore City,Benjamin L. Cardin,Chris Van Hollen,2024/11/04,U.S. Government Entity,879941318.0,-76.58494137,39.34590194
2023,HAWAII DEPARTMENT OF HEALTH,1250 Punchbowl St,Honolulu,HI,96813-2416,U7E,U7EMC42157,42157,2021/08/01,2026/07/31,MCHB,Maternal and Child Health,Early Childhood Comprehensive Systems: Health Integration Prenatal to Three Program (U7E),Ed Case,Honolulu County,Brian Schatz,Mazie K. Hirono,2024/11/04,U.S. Government Entity,809935679.0,-157.8553113,21.30745602
2023,MARYLAND DEPARTMENT OF HEALTH,201 W Preston St FL 3,Baltimore,MD,21201-2301,A30,A30MC49994,49994,2023/09/01,2027/08/31,MCHB,Maternal and Child Health,Alliance for Innovation on Maternal Health (AIM) Capacity (A30),Kweisi Mfume,Baltimore City,Benjamin L. Cardin,Chris Van Hollen,2024/11/04,U.S. Government Entity,143148679.0,-76.62174555,39.30240419
2023,VIRGINIA COMMONWEALTH UNIVERSITY,910 W Franklin St,Richmond,VA,23284-9004,R42,R42MC49150,49150,2023/07/01,2025/06/30,MCHB,Maternal and Child Health,R42 MCH Secondary Data Analysis Research (R42),Jennifer L. McClellan,Richmond City,Mark R. Warner,Tim Kaine,2024/11/04,U.S. Government Entity,105300446.0,-77.45276381,37.54946564
2023,UNIVERSITY OF UTAH,201 Presidents Cir,Salt Lake City,UT,84112-9049,UJ5,UJ5MC30824,30824,2017/07/01,2026/06/30,MCHB,Maternal and Child Health,EMSC Data Center (UJ5),Blake D. Moore,Salt Lake County,Mike Lee,Mitt Romney,2024/11/04,U.S. Government Entity,9095365.0,-111.84942581,40.7650043
2023,VA STATE BOARD OF HEALTH,109 Governor St,Richmond,VA,23219-3623,H33,H33MC07871,7871,2007/03/01,2027/03/31,MCHB,Maternal and Child Health,EMSC Partnership Grants (H33),Jennifer L. McClellan,Richmond City,Mark R. Warner,Tim Kaine,2024/11/04,U.S. Government Entity,809740459.0,-77.43225288,37.53738694
2023,"HILOPA'A FAMILY TO FAMILY, INC.",2604 Pauoa Rd,Honolulu,HI,96813-1113,H84,H84MC32515,32515,2007/06/01,2027/05/31,MCHB,Maternal and Child Health,Family Professional Partnership/CSHCN (H84),Ed Case,Honolulu County,Brian Schatz,Mazie K. Hirono,2024/11/04,"Corporate Entity, Not Federal Tax Exempt",941500956.0,-157.83811423,21.32199435
2023,KENTUCKY BOARD OF EMERGENCY MEDICAL SERVICES,500 Mero St FL 5,Frankfort,KY,40601-1261,H33,H33MC48959,48959,2022/12/01,2027/03/31,MCHB,Maternal and Child Health,EMSC Partnership Grants (H33),James Comer,Franklin County,Mitch McConnell,Rand Paul,2024/11/04,U.S. Government Entity,145792748.0,-84.87747787,38.20285381
2023,FLORIDA INTERNATIONAL UNIVERSITY,11200 SW 8th St,Miami,FL,33199-2516,UR6,UR6MC50346,50346,2023/09/30,2028/09/29,MCHB,Maternal and Child Health,Maternal Health Research Network (MH-RN) for MSIs--Research Awards (UR6),Carlos A. Gimenez,Miami-Dade County,Marco Rubio,Rick Scott,2024/11/04,U.S. Government Entity,71298814.0,-80.37612404,25.75650899
2023,MATERNITY CARE COALITION INC,3401 I St STE 407,Philadelphia,PA,19134-1442,H49,H49MC27829,27829,2014/09/01,2029/03/31,MCHB,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities (H49),Brendan F. Boyle,Philadelphia County,"Robert P. Casey, Jr.",John Fetterman,2024/11/04,"Corporate Entity, Federal Tax Exempt",782724645.0,-75.11057114,39.99968256
2023,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SERVICES,101 Blair Dr,Raleigh,NC,27603-2040,X10,X10MC50319,50319,2023/09/30,2025/09/29,MCHB,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program (X10)",Deborah K. Ross,Wake County,Thom Tillis,Ted Budd,2024/11/04,U.S. Government Entity,809785363.0,-78.66243496,35.77153141
2023,VIRGIN ISLANDS DEPT OF HEALTH GROUP,Hospital Ground Rd,Charlotte Amalie,VI,00802,U4A,U4AMC53384,53384,2024/07/31,2025/09/29,MCHB,Maternal and Child Health,American Rescue Plan Act – Pediatric Mental Health Care Access New Area Expansion (U4A),Stacey E. Plaskett,St. Thomas,Not Determined,Not Determined,2024/11/04,U.S. Government Entity,167269765.0,-64.92510422,18.34677207
2023,EAST CAROLINA UNIVERSITY,1000 E 5th St,Greenville,NC,27858-2502,T16,T16MC41740,41740,2021/06/01,2026/05/31,MCHB,Maternal and Child Health,"MCH Leadership, Education, and Advancement in Undergraduate Pathways Program (T16)",Donald G. Davis,Pitt County,Thom Tillis,Ted Budd,2024/11/04,Other,607579018.0,-77.36490627,35.60841248
2023,COMMONWEALTH HEALTHCARE CORPORATION,1178 HINEMLU' ST GARAPAN,San Jose,MP,96950,H84,H84MC32237,32237,2018/09/30,2027/05/31,MCHB,Maternal and Child Health,Family Professional Partnership/CSHCN (H84),Gregorio Kilili Camacho Sablan,Saipan Municipality,Not Determined,Not Determined,2024/11/04,U.S. Government Entity,854858560.0,145.7104759,15.170166
2023,University Of New Mexico,University of New Mexico,Albuquerque,NM,87131,T73,T73MC00025,25,1994/07/01,2026/06/30,MCHB,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program (T73),Melanie A. Stansbury,Bernalillo County,Martin Heinrich,Ben Ray Luján,2024/11/04,Other,868853094.0,-106.62272,35.081881
2023,MICHIGAN DEPARTMENT OF HEALTH AND HUMAN SERVICES,235 S Grand Ave,Lansing,MI,48933-1805,U4C,U4CMC32321,32321,2018/09/30,2026/09/29,MCHB,Maternal and Child Health,Pediatric Mental Health Care Access Program (U4C),Elissa Slotkin,Ingham County,Debbie Stabenow,Gary C. Peters,2024/11/04,U.S. Government Entity,113704139.0,-84.55065749,42.73136685
2023,ILLINOIS DEPARTMENT OF HUMAN SERVICE,100 South Grand Ave E,Springfield,IL,62704-3802,X10,X10MC50299,50299,2023/09/30,2025/09/29,MCHB,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program (X10)",Nikki Budzinski,Sangamon County,Richard J. Durbin,Tammy Duckworth,2024/11/04,U.S. Government Entity,67919071.0,-89.65382878,39.78700099
2023,UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,104 Airport Dr STE 2200,Chapel Hill,NC,27599-5023,UE7,UE7MC26282,26282,2013/09/01,2026/08/31,MCHB,Maternal and Child Health,MCH Workforce Centers (UE7),Valerie P. Foushee,Orange County,Thom Tillis,Ted Budd,2024/11/04,Other,608195277.0,-79.05737658,35.93160041
2023,FLORIDA INTERNATIONAL UNIVERSITY,11200 SW 8th St,Miami,FL,33199-2516,T1C,T1CMC35355,35355,2020/06/01,2025/05/31,MCHB,Maternal and Child Health,Maternal and Child Health Public Health Catalyst Program (T1C),Carlos A. Gimenez,Miami-Dade County,Marco Rubio,Rick Scott,2024/11/04,U.S. Government Entity,71298814.0,-80.37612404,25.75650899
2023,TRUSTEES OF INDIANA UNIVERSITY,107 S Indiana Ave,Bloomington,IN,47405-7000,R42,R42MC49149,49149,2023/07/01,2025/06/30,MCHB,Maternal and Child Health,R42 MCH Secondary Data Analysis Research (R42),Erin Houchin,Monroe County,Todd Young,Mike Braun,2024/11/04,Other,6046700.0,-86.52688939,39.16609378
2023,CHILDRENS MERCY HOSPITAL,2401 Gillham Rd,Kansas City,MO,64108-4619,H98,H98MC33239,33239,2019/09/01,2025/02/28,MCHB,Maternal and Child Health,Awareness and Access to Care for Children and Youth with Epilepsy (H98),Emanuel Cleaver,Jackson County,Josh Hawley,Eric Schmitt,2024/11/04,"Corporate Entity, Federal Tax Exempt",73067480.0,-94.5787491,39.08320585
